Fish ID,Fish Species,Age (Weeks),Current Weight (kg),Feed Type,Feed Consumption (g/day),Water Temperature (°C),Dissolved Oxygen (mg/L),Water pH,Stocking Density (fish/m³),Market Price (₹/kg),Expected Harvest Week,Estimated Final Weight (kg)
235,Carp,52,3.82,Medium Protein,55.37,21.07,7.6,6.92,29,260.45,46,3.82
236,Tilapia,1,0.47,Medium Protein,17.46,24.73,5.99,6.69,8,340.42,22,2.15
236,Tilapia,2,0.55,Low Protein,16.31,27.45,7.55,7.25,17,361.58,36,3.27
236,Tilapia,3,0.63,High Protein,20.54,21.33,5.99,7.91,23,309.04,30,2.79
236,Tilapia,4,0.71,Medium Protein,17.65,26.24,5.55,8.18,20,205.58,43,3.83
236,Tilapia,5,0.79,High Protein,24.87,21.78,4.72,7.55,14,225.1,29,2.71
236,Tilapia,6,0.87,Medium Protein,28.29,23.09,7.05,8.33,22,310.2,38,3.43
236,Tilapia,7,0.95,Low Protein,26.09,23.63,6.37,6.99,21,342.85,20,1.99
236,Tilapia,8,1.03,High Protein,23.05,27.63,5.46,6.94,12,370.19,22,2.15
236,Tilapia,9,1.11,Medium Protein,22.92,22.26,4.12,8.34,24,269.9,29,2.71
236,Tilapia,10,1.19,Medium Protein,24.23,22.64,6.68,8.33,6,232.72,34,3.11
236,Tilapia,11,1.27,Medium Protein,24.92,28.7,6.81,6.95,23,238.35,29,2.71
236,Tilapia,12,1.35,Medium Protein,26.64,27.43,4.31,7.76,7,355.66,22,2.15
236,Tilapia,13,1.43,Low Protein,25.27,25.06,6.29,8.02,23,257.06,20,1.99
236,Tilapia,14,1.51,Medium Protein,34.06,23.16,5.53,6.72,19,211.53,37,3.35
236,Tilapia,15,1.59,Medium Protein,34.75,27.92,6.63,7.29,7,372.99,39,3.51
236,Tilapia,16,1.67,Low Protein,32.85,25.63,5.41,6.7,6,306.04,31,2.87
236,Tilapia,17,1.75,Medium Protein,28.12,23.3,6.91,7.19,10,397.04,33,3.03
236,Tilapia,18,1.83,High Protein,36.34,23.15,4.53,6.87,24,311.75,32,2.95
236,Tilapia,19,1.91,High Protein,29.72,24.57,5.07,7.33,5,246.75,35,3.19
236,Tilapia,20,1.99,Medium Protein,30.96,29.49,6.63,7.72,24,357.63,44,3.91
236,Tilapia,21,2.07,Low Protein,33.95,26.43,7.25,7.61,5,341.24,26,2.47
236,Tilapia,22,2.15,Low Protein,35.81,26.79,7.07,8.34,27,306.86,34,3.11
236,Tilapia,23,2.23,Low Protein,35.84,23.87,5.8,7.49,29,362.99,34,3.11
236,Tilapia,24,2.31,Medium Protein,34.75,29.77,5.21,7.48,19,359.65,44,3.91
236,Tilapia,25,2.39,Medium Protein,35.02,24.07,5.68,6.91,6,245.84,32,2.95
236,Tilapia,26,2.47,High Protein,43.29,20.12,5.78,7.05,5,331.22,34,3.11
236,Tilapia,27,2.55,Low Protein,39.13,28.01,4.46,6.53,28,255.62,43,3.83
236,Tilapia,28,2.63,Medium Protein,38.49,25.13,4.84,8.35,24,378.2,48,4.23
236,Tilapia,29,2.71,Medium Protein,41.97,21.5,4.86,8.48,14,217.55,38,3.43
236,Tilapia,30,2.79,Medium Protein,38.27,20.23,5.08,6.72,13,353.03,44,3.91
236,Tilapia,31,2.87,Low Protein,44.7,29.92,6.0,7.38,15,237.86,47,4.15
236,Tilapia,32,2.95,Low Protein,41.98,26.47,4.98,6.53,21,259.83,48,4.23
236,Tilapia,33,3.03,High Protein,46.28,24.66,7.53,8.35,7,251.78,41,3.67
236,Tilapia,34,3.11,Low Protein,47.24,23.34,7.66,6.74,12,324.74,51,4.47
236,Tilapia,35,3.19,Medium Protein,49.99,20.72,7.95,7.4,17,217.18,41,3.67
236,Tilapia,36,3.27,High Protein,45.0,26.45,4.66,7.83,28,247.45,44,3.91
236,Tilapia,37,3.35,Low Protein,48.13,23.69,6.9,7.21,24,331.94,50,4.39
236,Tilapia,38,3.43,Low Protein,53.92,29.9,7.52,7.31,10,236.78,42,3.75
236,Tilapia,39,3.51,Low Protein,52.37,21.09,4.25,7.1,17,229.99,46,4.07
236,Tilapia,40,3.59,Low Protein,55.65,22.46,7.29,7.37,24,394.46,48,4.23
236,Tilapia,41,3.67,Medium Protein,55.97,24.03,6.36,7.07,5,393.13,43,3.83
236,Tilapia,42,3.75,Low Protein,53.61,27.97,5.21,7.32,12,372.51,50,4.39
236,Tilapia,43,3.83,Medium Protein,50.94,27.77,6.34,7.65,16,207.08,42,3.83
236,Tilapia,44,3.91,Medium Protein,56.67,22.44,6.15,7.02,8,377.93,43,3.91
236,Tilapia,45,3.99,Medium Protein,56.88,23.61,7.03,6.56,6,341.31,49,4.31
236,Tilapia,46,4.07,High Protein,56.59,20.59,4.8,7.64,14,285.04,51,4.47
236,Tilapia,47,4.15,Medium Protein,58.48,23.78,4.84,6.6,13,227.59,44,4.15
236,Tilapia,48,4.23,Low Protein,58.44,21.68,4.34,7.7,25,212.79,42,4.23
236,Tilapia,49,4.31,High Protein,58.29,29.2,6.34,6.76,13,319.78,46,4.31
236,Tilapia,50,4.39,Low Protein,58.06,28.08,6.9,7.92,9,202.67,49,4.39
236,Tilapia,51,4.47,Medium Protein,55.15,21.65,5.98,7.5,26,220.23,50,4.47
236,Tilapia,52,4.55,Low Protein,64.16,24.91,6.19,8.36,24,312.43,50,4.55
237,Salmon,1,0.33,High Protein,21.96,29.58,5.2,6.99,15,490.61,33,4.17
237,Salmon,2,0.45,High Protein,20.44,24.11,5.8,7.96,20,492.04,40,5.01
237,Salmon,3,0.57,Low Protein,18.38,24.48,7.46,8.29,22,359.43,49,6.09
237,Salmon,4,0.69,Low Protein,17.18,23.42,7.44,8.36,6,344.04,11,1.53
237,Salmon,5,0.81,Low Protein,18.11,24.92,7.31,7.16,14,354.24,40,5.01
237,Salmon,6,0.93,High Protein,20.03,25.97,4.49,7.14,20,401.1,46,5.73
237,Salmon,7,1.05,Medium Protein,24.1,20.9,7.89,6.75,24,455.01,27,3.45
237,Salmon,8,1.17,Low Protein,23.58,20.93,4.33,8.09,16,332.88,28,3.57
237,Salmon,9,1.29,Medium Protein,25.55,27.69,7.88,8.02,27,433.64,22,2.85
237,Salmon,10,1.41,High Protein,31.1,29.83,6.76,7.5,19,412.52,46,5.73
237,Salmon,11,1.53,Low Protein,34.89,24.91,7.59,7.57,27,401.73,42,5.25
237,Salmon,12,1.65,Low Protein,28.57,28.61,6.88,7.32,12,463.14,32,4.05
237,Salmon,13,1.77,High Protein,32.36,28.69,7.14,8.29,27,410.65,42,5.25
237,Salmon,14,1.89,Low Protein,38.81,23.7,7.65,7.45,5,369.68,21,2.73
237,Salmon,15,2.01,Medium Protein,39.42,23.29,7.69,7.36,21,493.78,29,3.69
237,Salmon,16,2.13,High Protein,34.82,27.3,5.05,7.11,28,399.76,36,4.53
237,Salmon,17,2.25,High Protein,35.7,29.11,8.0,8.48,8,493.86,38,4.77
237,Salmon,18,2.37,Low Protein,36.12,28.54,6.33,7.72,28,417.06,51,6.33
237,Salmon,19,2.49,High Protein,36.45,23.19,7.64,6.8,6,449.82,48,5.97
237,Salmon,20,2.61,Low Protein,40.7,23.55,5.25,8.01,27,431.23,39,4.89
237,Salmon,21,2.73,Low Protein,40.71,27.36,5.49,8.45,10,419.94,46,5.73
237,Salmon,22,2.85,High Protein,45.95,23.17,5.0,8.11,5,408.3,28,3.57
237,Salmon,23,2.97,Low Protein,42.07,28.52,7.55,8.17,15,445.17,50,6.21
237,Salmon,24,3.09,Medium Protein,48.26,25.09,6.7,7.74,26,459.72,46,5.73
237,Salmon,25,3.21,Medium Protein,44.98,22.93,4.21,7.21,22,477.63,30,3.81
237,Salmon,26,3.33,Low Protein,49.23,22.86,5.27,7.66,16,340.67,42,5.25
237,Salmon,27,3.45,Medium Protein,50.88,27.84,4.42,7.1,29,383.95,37,4.65
237,Salmon,28,3.57,Low Protein,52.42,21.25,5.59,7.11,11,324.57,34,4.29
237,Salmon,29,3.69,Medium Protein,48.65,29.32,7.46,6.89,9,447.07,41,5.13
237,Salmon,30,3.81,High Protein,50.93,24.13,5.68,8.4,20,348.14,39,4.89
237,Salmon,31,3.93,Low Protein,51.76,28.44,4.17,6.87,13,447.01,48,5.97
237,Salmon,32,4.05,Low Protein,56.26,27.92,5.3,6.59,27,322.79,44,5.49
237,Salmon,33,4.17,Low Protein,52.46,27.79,6.87,8.1,18,426.57,41,5.13
237,Salmon,34,4.29,Low Protein,58.08,26.74,5.91,7.75,9,378.97,47,5.85
237,Salmon,35,4.41,Low Protein,54.97,24.99,6.97,7.13,22,345.37,42,5.25
237,Salmon,36,4.53,Low Protein,58.67,23.9,6.98,6.93,29,388.36,49,6.09
237,Salmon,37,4.65,High Protein,63.37,25.81,7.24,7.82,17,334.43,46,5.73
237,Salmon,38,4.77,High Protein,61.83,25.27,7.2,7.98,17,442.83,47,5.85
237,Salmon,39,4.89,Medium Protein,61.7,23.51,6.69,7.77,19,376.11,44,5.49
237,Salmon,40,5.01,Low Protein,66.26,24.93,6.34,7.51,27,454.88,47,5.85
237,Salmon,41,5.13,Medium Protein,68.7,23.65,4.34,6.61,13,476.48,48,5.97
237,Salmon,42,5.25,Medium Protein,65.05,26.58,4.76,7.84,9,451.49,43,5.37
237,Salmon,43,5.37,High Protein,66.69,28.35,7.43,7.47,13,382.03,42,5.37
237,Salmon,44,5.49,Medium Protein,71.3,27.87,7.34,7.48,28,324.46,51,6.33
237,Salmon,45,5.61,High Protein,75.75,23.41,6.14,7.31,26,451.85,51,6.33
237,Salmon,46,5.73,Medium Protein,69.44,25.09,7.22,7.67,8,327.24,46,5.73
237,Salmon,47,5.85,Low Protein,75.04,20.11,5.13,6.8,29,443.0,46,5.85
237,Salmon,48,5.97,Medium Protein,78.77,28.7,4.09,7.24,7,487.0,51,6.33
237,Salmon,49,6.09,High Protein,75.52,22.45,5.52,7.58,10,427.37,44,6.09
237,Salmon,50,6.21,High Protein,75.27,24.41,7.41,7.33,29,434.37,45,6.21
237,Salmon,51,6.33,High Protein,79.97,21.53,4.19,6.78,13,392.5,46,6.33
237,Salmon,52,6.45,Medium Protein,74.81,26.78,4.42,7.58,8,348.38,43,6.45
238,Catfish,1,0.21,Medium Protein,15.7,25.45,5.44,6.83,6,284.53,35,3.61
238,Catfish,2,0.31,High Protein,15.68,23.65,5.4,7.04,13,348.47,11,1.21
238,Catfish,3,0.41,Low Protein,16.35,25.35,6.11,7.91,29,355.47,41,4.21
238,Catfish,4,0.51,Low Protein,16.9,21.69,6.07,7.19,5,300.72,51,5.21
238,Catfish,5,0.61,Medium Protein,23.47,27.76,4.15,7.01,16,232.1,14,1.51
238,Catfish,6,0.71,Medium Protein,26.65,22.66,6.18,7.38,11,331.44,49,5.01
238,Catfish,7,0.81,High Protein,21.95,26.15,4.47,8.42,29,325.43,40,4.11
238,Catfish,8,0.91,Medium Protein,19.59,28.99,6.82,7.44,27,212.58,27,2.81
238,Catfish,9,1.01,Medium Protein,27.29,20.39,7.77,7.91,18,348.38,24,2.51
238,Catfish,10,1.11,High Protein,26.48,23.88,7.99,7.08,11,220.15,24,2.51
238,Catfish,11,1.21,High Protein,29.34,21.35,5.77,7.01,29,365.32,40,4.11
238,Catfish,12,1.31,Medium Protein,29.58,29.09,6.59,8.09,10,327.05,45,4.61
238,Catfish,13,1.41,Low Protein,33.15,23.6,6.14,7.69,9,389.83,47,4.81
238,Catfish,14,1.51,Medium Protein,26.5,22.13,4.71,7.1,27,373.64,24,2.51
238,Catfish,15,1.61,Low Protein,27.79,26.76,5.9,7.13,22,322.89,22,2.31
238,Catfish,16,1.71,Low Protein,30.52,25.43,7.77,7.94,29,237.94,39,4.01
238,Catfish,17,1.81,Low Protein,33.01,28.17,6.07,8.07,23,341.58,47,4.81
238,Catfish,18,1.91,High Protein,38.36,27.53,7.21,6.83,19,217.04,25,2.61
238,Catfish,19,2.01,High Protein,39.17,29.75,6.33,7.78,8,206.84,44,4.51
238,Catfish,20,2.11,High Protein,39.82,20.91,5.95,7.69,8,297.1,26,2.71
238,Catfish,21,2.21,Medium Protein,34.33,20.8,4.28,7.94,24,310.71,40,4.11
238,Catfish,22,2.31,High Protein,40.4,29.07,7.77,6.91,26,394.6,30,3.11
238,Catfish,23,2.41,High Protein,37.93,29.56,4.54,8.49,25,229.13,33,3.41
238,Catfish,24,2.51,Medium Protein,44.41,24.07,6.91,6.9,7,360.58,41,4.21
238,Catfish,25,2.61,Medium Protein,38.25,24.56,5.19,8.24,14,285.28,35,3.61
238,Catfish,26,2.71,Low Protein,38.51,23.69,5.25,7.89,15,233.21,32,3.31
238,Catfish,27,2.81,Medium Protein,46.52,27.78,6.06,7.6,15,314.12,36,3.71
238,Catfish,28,2.91,Medium Protein,46.27,27.71,5.86,6.97,24,291.84,38,3.91
238,Catfish,29,3.01,High Protein,48.31,22.2,4.34,7.65,11,314.04,39,4.01
238,Catfish,30,3.11,Low Protein,42.68,23.84,4.65,7.27,22,226.5,44,4.51
238,Catfish,31,3.21,Low Protein,50.95,22.12,7.7,8.11,13,213.74,46,4.71
238,Catfish,32,3.31,Medium Protein,49.88,20.47,5.71,6.6,20,204.33,42,4.31
238,Catfish,33,3.41,High Protein,50.62,20.56,5.54,7.44,14,289.26,49,5.01
238,Catfish,34,3.51,High Protein,50.93,21.47,6.04,8.49,26,253.19,42,4.31
238,Catfish,35,3.61,High Protein,53.75,20.3,4.92,8.07,21,229.92,43,4.41
238,Catfish,36,3.71,High Protein,51.26,24.23,4.36,7.39,17,251.9,42,4.31
238,Catfish,37,3.81,Medium Protein,49.43,20.64,7.59,7.51,11,383.83,40,4.11
238,Catfish,38,3.91,High Protein,54.49,28.47,4.55,6.84,16,389.06,50,5.11
238,Catfish,39,4.01,Low Protein,57.58,27.12,6.53,7.38,14,330.88,51,5.21
238,Catfish,40,4.11,Low Protein,52.64,27.84,6.8,8.07,11,346.37,47,4.81
238,Catfish,41,4.21,Medium Protein,54.34,26.17,4.04,7.61,29,355.11,44,4.51
238,Catfish,42,4.31,High Protein,60.07,26.64,6.94,7.65,25,363.46,41,4.31
238,Catfish,43,4.41,High Protein,56.8,21.13,7.93,7.54,6,314.39,51,5.21
238,Catfish,44,4.51,High Protein,56.8,20.58,7.39,8.22,24,354.07,41,4.51
238,Catfish,45,4.61,High Protein,64.99,29.89,5.59,8.02,22,343.03,44,4.61
238,Catfish,46,4.71,Medium Protein,58.71,23.73,4.06,6.52,26,269.17,45,4.71
238,Catfish,47,4.81,High Protein,61.54,20.51,7.64,7.64,23,386.61,43,4.81
238,Catfish,48,4.91,Medium Protein,63.38,21.6,7.33,7.64,9,274.13,40,4.91
238,Catfish,49,5.01,High Protein,64.86,28.74,7.76,7.95,29,371.97,41,5.01
238,Catfish,50,5.11,High Protein,64.71,22.06,7.94,7.03,8,318.92,46,5.11
238,Catfish,51,5.21,Low Protein,71.23,24.67,4.91,8.48,9,238.46,51,5.21
238,Catfish,52,5.31,Medium Protein,69.69,26.67,5.1,7.54,26,357.88,43,5.31
239,Salmon,1,0.48,Low Protein,18.39,29.66,5.55,8.09,25,344.56,18,2.52
239,Salmon,2,0.6,Medium Protein,19.58,20.14,4.34,7.23,10,317.62,37,4.8
239,Salmon,3,0.72,High Protein,22.23,24.88,7.85,7.41,24,404.92,30,3.96
239,Salmon,4,0.84,High Protein,18.74,29.96,6.99,7.86,27,404.29,36,4.68
239,Salmon,5,0.96,Medium Protein,28.87,21.22,4.18,7.95,11,477.01,48,6.12
239,Salmon,6,1.08,Low Protein,23.03,21.24,6.73,6.77,23,339.71,33,4.32
239,Salmon,7,1.2,Medium Protein,28.98,20.87,4.54,6.73,16,454.37,21,2.88
239,Salmon,8,1.32,Medium Protein,30.98,25.08,7.14,7.91,28,460.41,44,5.64
239,Salmon,9,1.44,High Protein,32.67,23.48,6.64,6.52,15,342.76,44,5.64
239,Salmon,10,1.56,Low Protein,27.26,27.16,6.22,8.3,28,397.77,33,4.32
239,Salmon,11,1.68,Medium Protein,32.17,25.71,5.34,7.96,26,359.18,22,3.0
239,Salmon,12,1.8,Low Protein,28.84,25.81,6.8,8.1,23,495.41,50,6.36
239,Salmon,13,1.92,Low Protein,37.25,25.11,5.15,7.97,17,351.31,24,3.24
239,Salmon,14,2.04,Medium Protein,35.26,29.92,4.09,7.69,16,339.9,46,5.88
239,Salmon,15,2.16,Low Protein,33.18,25.39,7.66,8.48,19,385.19,44,5.64
239,Salmon,16,2.28,High Protein,39.99,20.72,4.45,6.55,17,387.03,21,2.88
239,Salmon,17,2.4,High Protein,37.31,23.22,7.13,7.32,20,308.56,28,3.72
239,Salmon,18,2.52,High Protein,36.35,27.81,5.48,8.39,8,386.98,31,4.08
239,Salmon,19,2.64,High Protein,41.01,26.28,5.82,7.03,24,412.74,47,6.0
239,Salmon,20,2.76,Low Protein,39.95,26.84,5.01,7.48,18,429.83,27,3.6
239,Salmon,21,2.88,High Protein,48.3,29.22,4.55,7.98,25,318.94,39,5.04
239,Salmon,22,3.0,Medium Protein,43.61,24.44,4.19,7.21,17,478.39,27,3.6
239,Salmon,23,3.12,High Protein,46.92,20.2,4.06,7.73,25,358.26,43,5.52
239,Salmon,24,3.24,Medium Protein,51.88,29.9,6.32,8.12,5,311.07,37,4.8
239,Salmon,25,3.36,Medium Protein,47.54,24.55,7.59,6.77,26,474.25,30,3.96
239,Salmon,26,3.48,High Protein,48.38,20.98,4.91,7.58,12,464.3,32,4.2
239,Salmon,27,3.6,High Protein,47.62,25.49,4.31,6.51,9,468.25,45,5.76
239,Salmon,28,3.72,Low Protein,56.58,25.9,6.12,6.76,11,301.08,46,5.88
239,Salmon,29,3.84,Medium Protein,56.41,25.64,5.99,8.42,21,353.02,45,5.76
239,Salmon,30,3.96,High Protein,51.81,29.65,6.93,6.56,18,379.27,47,6.0
239,Salmon,31,4.08,Low Protein,54.13,23.2,4.79,7.55,26,343.71,50,6.36
239,Salmon,32,4.2,High Protein,61.15,20.35,7.45,6.92,5,456.38,45,5.76
239,Salmon,33,4.32,High Protein,58.57,29.2,4.27,6.8,5,334.05,40,5.16
239,Salmon,34,4.44,High Protein,59.96,21.91,6.09,7.76,19,431.34,43,5.52
239,Salmon,35,4.56,Medium Protein,62.08,27.49,6.58,8.16,6,344.34,45,5.76
239,Salmon,36,4.68,High Protein,64.42,22.04,4.94,7.44,24,380.3,40,5.16
239,Salmon,37,4.8,Low Protein,67.39,28.29,4.21,6.54,14,454.68,47,6.0
239,Salmon,38,4.92,High Protein,67.22,29.06,4.36,7.84,17,332.17,48,6.12
239,Salmon,39,5.04,High Protein,69.75,21.05,7.52,7.73,13,480.72,48,6.12
239,Salmon,40,5.16,Low Protein,69.81,21.47,4.0,8.43,6,434.52,51,6.48
239,Salmon,41,5.28,Low Protein,63.26,29.25,5.08,7.84,9,490.51,42,5.4
239,Salmon,42,5.4,Medium Protein,65.18,27.71,7.92,7.37,8,433.22,47,6.0
239,Salmon,43,5.52,Medium Protein,74.05,20.39,5.52,7.51,19,391.11,44,5.64
239,Salmon,44,5.64,Medium Protein,66.68,21.82,4.48,8.01,15,414.69,41,5.64
239,Salmon,45,5.76,Medium Protein,75.54,24.12,4.23,7.7,13,330.6,44,5.76
239,Salmon,46,5.88,Low Protein,77.3,28.64,7.75,7.15,21,412.65,47,6.0
239,Salmon,47,6.0,High Protein,74.15,21.51,7.52,6.99,7,462.75,41,6.0
239,Salmon,48,6.12,High Protein,74.75,27.24,4.34,7.94,9,462.72,48,6.12
239,Salmon,49,6.24,High Protein,74.34,20.84,6.35,7.4,29,443.51,49,6.24
239,Salmon,50,6.36,Medium Protein,74.09,24.67,6.48,7.14,23,360.4,45,6.36
239,Salmon,51,6.48,Low Protein,82.25,27.29,6.8,8.15,7,434.35,51,6.48
239,Salmon,52,6.6,Low Protein,76.74,20.65,4.56,7.13,14,452.03,42,6.6
240,Tilapia,1,0.25,Low Protein,21.95,22.04,4.71,8.09,26,311.43,40,3.37
240,Tilapia,2,0.33,High Protein,16.27,27.92,7.76,7.83,23,272.96,36,3.05
240,Tilapia,3,0.41,Medium Protein,22.04,21.64,6.53,7.7,6,218.29,50,4.17
240,Tilapia,4,0.49,Low Protein,15.5,26.68,5.41,6.53,8,251.28,47,3.93
240,Tilapia,5,0.57,Medium Protein,21.06,26.42,7.41,8.4,20,296.3,51,4.25
240,Tilapia,6,0.65,Low Protein,19.99,25.2,6.11,7.3,19,387.49,47,3.93
240,Tilapia,7,0.73,Medium Protein,17.6,22.02,4.44,8.16,9,267.55,37,3.13
240,Tilapia,8,0.81,Low Protein,24.66,24.17,7.05,7.49,8,299.32,28,2.41
240,Tilapia,9,0.89,Medium Protein,28.33,26.22,7.37,7.17,19,395.46,14,1.29
240,Tilapia,10,0.97,Low Protein,19.81,28.82,4.19,7.91,29,309.16,23,2.01
240,Tilapia,11,1.05,Low Protein,23.2,27.98,4.46,7.35,10,302.59,21,1.85
240,Tilapia,12,1.13,Medium Protein,28.34,26.07,4.9,8.42,9,262.76,19,1.69
240,Tilapia,13,1.21,Medium Protein,30.81,22.28,4.58,6.62,11,250.97,50,4.17
240,Tilapia,14,1.29,High Protein,24.81,22.17,6.83,6.75,23,206.64,33,2.81
240,Tilapia,15,1.37,Medium Protein,24.41,28.14,4.36,6.99,19,277.97,34,2.89
240,Tilapia,16,1.45,Low Protein,24.59,26.64,4.38,7.01,15,331.73,27,2.33
240,Tilapia,17,1.53,Low Protein,27.45,23.58,7.99,8.1,29,330.94,39,3.29
240,Tilapia,18,1.61,Medium Protein,26.81,29.71,6.18,7.32,5,342.52,27,2.33
240,Tilapia,19,1.69,High Protein,30.49,28.9,5.55,8.19,19,278.81,49,4.09
240,Tilapia,20,1.77,Medium Protein,32.1,26.72,5.36,8.24,23,358.88,39,3.29
240,Tilapia,21,1.85,Low Protein,33.3,23.69,5.83,8.31,7,372.03,35,2.97
240,Tilapia,22,1.93,Low Protein,30.72,23.09,5.05,8.3,11,283.31,48,4.01
240,Tilapia,23,2.01,High Protein,34.74,29.39,7.72,7.7,20,372.34,50,4.17
240,Tilapia,24,2.09,Medium Protein,30.99,24.43,7.74,6.52,12,319.48,40,3.37
240,Tilapia,25,2.17,Low Protein,34.09,28.0,7.86,7.88,17,278.69,47,3.93
240,Tilapia,26,2.25,Low Protein,36.19,29.4,7.65,7.45,10,365.48,31,2.65
240,Tilapia,27,2.33,Low Protein,34.48,24.92,7.73,7.78,26,244.27,51,4.25
240,Tilapia,28,2.41,Medium Protein,42.24,26.53,5.79,8.25,19,392.48,45,3.77
240,Tilapia,29,2.49,Medium Protein,36.91,20.86,5.11,6.8,11,300.54,37,3.13
240,Tilapia,30,2.57,High Protein,43.25,26.53,5.42,7.25,14,306.74,43,3.61
240,Tilapia,31,2.65,Low Protein,41.24,22.15,7.05,7.35,6,325.81,41,3.45
240,Tilapia,32,2.73,Low Protein,42.1,26.71,4.54,8.15,17,214.3,49,4.09
240,Tilapia,33,2.81,High Protein,44.55,21.01,4.02,7.04,25,223.77,45,3.77
240,Tilapia,34,2.89,Low Protein,39.34,24.95,6.84,7.01,24,298.59,41,3.45
240,Tilapia,35,2.97,High Protein,40.49,25.21,6.06,6.63,29,212.4,45,3.77
240,Tilapia,36,3.05,High Protein,43.77,24.84,6.96,7.26,28,270.99,49,4.09
240,Tilapia,37,3.13,Low Protein,45.47,27.57,6.53,7.13,17,205.74,46,3.85
240,Tilapia,38,3.21,Medium Protein,46.4,27.55,4.63,6.97,5,316.21,45,3.77
240,Tilapia,39,3.29,Medium Protein,49.67,27.06,6.61,6.81,6,273.64,47,3.93
240,Tilapia,40,3.37,Medium Protein,43.71,26.32,7.9,7.51,21,312.58,44,3.69
240,Tilapia,41,3.45,Medium Protein,54.09,29.04,6.35,8.25,11,262.37,42,3.53
240,Tilapia,42,3.53,Low Protein,47.04,25.76,4.82,6.69,12,348.77,47,3.93
240,Tilapia,43,3.61,High Protein,48.59,23.48,4.72,6.76,28,302.28,47,3.93
240,Tilapia,44,3.69,High Protein,55.96,20.59,4.75,7.2,23,260.25,46,3.85
240,Tilapia,45,3.77,Low Protein,47.75,25.36,6.81,6.67,7,326.76,43,3.77
240,Tilapia,46,3.85,Medium Protein,58.41,22.28,7.26,6.97,27,328.18,41,3.85
240,Tilapia,47,3.93,High Protein,49.66,23.87,4.63,8.0,22,296.56,47,3.93
240,Tilapia,48,4.01,Low Protein,51.31,20.5,7.92,6.98,19,316.67,50,4.17
240,Tilapia,49,4.09,Low Protein,53.3,26.41,6.66,7.48,18,257.74,41,4.09
240,Tilapia,50,4.17,Medium Protein,56.09,28.87,5.5,6.76,10,355.9,44,4.17
240,Tilapia,51,4.25,Low Protein,57.68,23.25,5.2,7.81,11,257.04,47,4.25
240,Tilapia,52,4.33,High Protein,54.35,28.05,6.99,7.92,10,216.08,44,4.33
241,Catfish,1,0.58,High Protein,16.54,21.26,6.09,7.44,16,215.97,40,4.48
241,Catfish,2,0.68,Low Protein,17.12,27.23,5.42,7.33,27,259.8,35,3.98
241,Catfish,3,0.78,High Protein,20.37,20.8,4.48,6.54,8,367.89,15,1.98
241,Catfish,4,0.88,Low Protein,28.02,22.59,6.44,8.23,17,358.62,47,5.18
241,Catfish,5,0.98,High Protein,23.7,23.6,5.95,8.16,20,351.58,19,2.38
241,Catfish,6,1.08,Medium Protein,28.44,21.57,6.87,6.8,17,347.32,44,4.88
241,Catfish,7,1.18,High Protein,23.7,21.84,7.93,7.61,22,387.18,27,3.18
241,Catfish,8,1.28,Medium Protein,23.45,26.99,5.8,7.4,13,357.21,49,5.38
241,Catfish,9,1.38,Medium Protein,29.34,20.96,7.89,8.17,26,384.2,45,4.98
241,Catfish,10,1.48,Low Protein,33.02,29.34,4.16,7.18,17,279.69,45,4.98
241,Catfish,11,1.58,Medium Protein,34.78,27.68,6.31,6.79,11,390.8,26,3.08
241,Catfish,12,1.68,High Protein,32.26,23.57,7.31,7.72,26,245.12,48,5.28
241,Catfish,13,1.78,High Protein,30.74,26.29,4.82,6.56,14,291.3,25,2.98
241,Catfish,14,1.88,Medium Protein,29.9,27.19,6.07,6.88,29,327.3,28,3.28
241,Catfish,15,1.98,Low Protein,36.48,25.94,7.27,6.93,29,357.44,40,4.48
241,Catfish,16,2.08,Medium Protein,33.6,26.18,5.98,8.35,7,338.69,34,3.88
241,Catfish,17,2.18,High Protein,40.24,29.16,6.34,7.31,19,260.08,30,3.48
241,Catfish,18,2.28,High Protein,38.85,28.81,4.25,7.02,8,352.05,31,3.58
241,Catfish,19,2.38,Medium Protein,42.39,29.14,7.48,6.61,6,243.62,38,4.28
241,Catfish,20,2.48,Medium Protein,40.47,28.85,4.03,6.6,17,353.73,45,4.98
241,Catfish,21,2.58,Medium Protein,43.52,26.85,6.05,7.41,16,340.85,44,4.88
241,Catfish,22,2.68,High Protein,39.74,24.92,5.9,7.63,7,321.96,30,3.48
241,Catfish,23,2.78,High Protein,42.83,24.87,4.34,6.93,25,256.66,43,4.78
241,Catfish,24,2.88,High Protein,38.99,27.72,4.92,7.06,29,249.73,43,4.78
241,Catfish,25,2.98,Low Protein,45.88,29.24,6.91,8.36,26,341.58,39,4.38
241,Catfish,26,3.08,High Protein,46.14,20.88,7.59,6.92,16,345.74,33,3.78
241,Catfish,27,3.18,High Protein,49.35,28.77,4.67,7.52,17,226.01,33,3.78
241,Catfish,28,3.28,Low Protein,50.09,28.5,7.84,8.24,14,329.61,33,3.78
241,Catfish,29,3.38,Low Protein,50.08,20.88,4.72,7.7,12,378.23,39,4.38
241,Catfish,30,3.48,Low Protein,45.37,26.57,6.46,7.74,26,331.85,51,5.58
241,Catfish,31,3.58,Low Protein,54.83,29.72,6.61,7.57,9,225.3,44,4.88
